accommodation_id,name,type,address,district,city,grade,rooms,latitude,longitude,telephone,email,website,source,source_file,name_key,all_source_files
ACC000103,AQUA PEARL LAKE RESORT,Guest Houses,"201, GALKANUWA ROAD, GORAKANA MORATUWA",Colombo,Moratuwa,A,20,6.763687,,,,,official_tourism,Information for Accommodation.csv,aqua pearl lake resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000104,AQUARIUS RESORT,Guest Houses,"BEACH ROAD, MARAWILA.",Puttalam,Puttalam Pradeshiya Sabha,A,20,,,,,,official_tourism,Information for Accommodation.csv,aquarius resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000105,ARALIYA GREEN CITY,Tourist Hotels,"NO 01,GRAND HOTEL ROAD,NUWARA ELIYA.",Nuwara Eliya,Nuwara Eliya,,192,6.967075,,,,,official_tourism,Information for Accommodation.csv,araliya green city,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000106,ARALIYA GREEN HILLS HOTEL,Tourist Hotels,"NO:10,GLEN FALL ROAD,NUWRA ELIYA",Nuwara Eliya,Nuwara Eliya,,107,6.967075,,,,,official_tourism,Information for Accommodation.csv,araliya green hills hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000107,ARALIYA HOTEL,Guest Houses,"GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",Kalutara,Aluthgama,A,20,,,,,,official_tourism,Information for Accommodation.csv,araliya hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000108,ARALIYA INN,Guest Houses,"NO:20/1B,SRI SUMANGALA MAWATHA,POLGAHAWELA",Kurunegala,Kurunegala,B,7,7.291109,,,,,official_tourism,Information for Accommodation.csv,araliya inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000109,ARALIYA,Home Stay Units,"6, LANE 4, ARALIYA MAWATHA, PRIMROSE GARDEN, KANDY",Kandy,Kandy,SUPERIOR,2,,,,,,official_tourism,Information for Accommodation.csv,araliya,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000110,ARANGA-LA,Bangalows,"NO.10,HOSPITAL ROAD,HOMAGAMA",Colombo,Homagama Pradeshiya Sabha,DELUXE,3,,,,,,official_tourism,Information for Accommodation.csv,aranga la,Bungalows.xlsx | Information for Accommodation.csv
ACC000111,ARIE LAGOON - NEGOMBO,Tourist Hotels,"587,PAMUNUGAMA ROAD,THALAHENA, NEGOMBO",Gampaha,Negombo,,55,7.1688026,,,,,official_tourism,Information for Accommodation.csv,arie lagoon negombo,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000112,ARIKA VILLAS,Boutique Villas,"PUWAKATAWALA ROAD,40TH MILE POST,OFF MATALE ROAD,DAMBULLA.",Matale,Dambulla Pradeshiya Sabha,,9,7.792484,,,,,official_tourism,Information for Accommodation.csv,arika villas,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000113,ARMITAGE RESIDENCE,Home Stay Units,"ARACHCHIKANDA, WACKWELLA, GALLE.",Galle,Galle,SUPERIOR,3,,,,,,official_tourism,Information for Accommodation.csv,armitage residence,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000114,ARNE'S PLACE,Home Stay Units,"53A,ARUGAMBAY,POTTUVIL -18.",Ampara,Ampara,STANDARD,3,,,,,,official_tourism,Information for Accommodation.csv,arne s place,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000115,ARUGAMBAY PACIFIC HOTEL,Guest Houses,"MAIN STREET,ARUGAMBAY,POTTUVIL",Ampara,Ampara,B,12,6.842457,,,,,official_tourism,Information for Accommodation.csv,arugambay pacific hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000116,ARUGAMBAY ROCCOS,Guest Houses,"MAIN SRTEET,ARUGAMBAY,POTTUVIL.",Ampara,Pottuvil,B,22,6.844204,,,,,official_tourism,Information for Accommodation.csv,arugambay roccos,Guest Houses.xlsx | Information for Accommodation.csv
ACC000117,ARUGAMBAY SURF RESORT,Guest Houses,"ARUGAMBAY, POTUVIL.",Ampara,Ampara,B,11,6.841493,,,,,official_tourism,Information for Accommodation.csv,arugambay surf resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000118,ARUGAMBAY SURFERS VILLA,Guest Houses,"MAIN STREET, ARUGAMBAY SOUTH, POTTUVIL 05",Ampara,Pottuvil,B,30,,,,,,official_tourism,Information for Accommodation.csv,arugambay surfers villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC000119,ASIAN JEWEL HOTEL,Guest Houses,"""FIELD VIEW"", BADDEGAMA ROAD, NALAGASDENIYA, HIKKADUWA",Galle,Hikkaduwa,B,7,6.14168,,,,,official_tourism,Information for Accommodation.csv,asian jewel hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000120,ASIRI HOLIDAY RESORT,Guest Houses,"NO 28/1,THUDUWA ROAD,MADAPATHA,PILIYANDALA",Colombo,Colombo,B,5,,,,,,official_tourism,Information for Accommodation.csv,asiri holiday resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000121,ASIRI REST HOUSE,Guest Houses,"242,WIJENAYAKE MAWATHA,EHELIYAGODA.",Ratnapura,Eheliyagoda Pradeshiya Sabha,A,5,6.596046,,,,,official_tourism,Information for Accommodation.csv,asiri rest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000122,ASNARA VILLAGE,Guest Houses,"MORAGASWEWA,HABARANA.",Polonnaruwa,Hingurakgoda Pradeshiya Sabha,A,12,8.031269,,,,,official_tourism,Information for Accommodation.csv,asnara village,Guest Houses.xlsx | Information for Accommodation.csv
ACC000123,ASVIKA HOTEL,Guest Houses,"NO.09, SAWMIYAPURAM, KOTAGALA",Nuwara Eliya,Nuwara Eliya,A,14,6.916606,,,,,official_tourism,Information for Accommodation.csv,asvika hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000124,ATAPATTU WALAWWA,Heritage Homes,"35/5, ATAPATTU WALAWWA, LOWER DICKSON ROAD, GALLE",Galle,Galle,DELUXE,7,6.038721,,,,,official_tourism,Information for Accommodation.csv,atapattu walawwa,Heritage Homes.xlsx | Information for Accommodation.csv
ACC000125,ATHULYA VILLAS,Guest Houses,"PANABOKKE,GANHATA ROAD,WATTAPPOLA.",Kandy,Udunuwara Pradeshiya Sabha,A,8,7.225436,,,,,official_tourism,Information for Accommodation.csv,athulya villas,Guest Houses.xlsx | Information for Accommodation.csv
ACC000126,ATVICE,Home Stay Units,"86, ZONE 1, MILLENIUM CITY, KOTUGODA, JA-ELA",Gampaha,Gampaha,SUPERIOR,1,,,,,,official_tourism,Information for Accommodation.csv,atvice,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000127,AUBRONA HOTEL,Guest Houses,"NO. 81, NEW ROAD, HUNUPITIYA WATTALA",Gampaha,Kelaniya Pradeshiya Sabha,A,50,6.982729,,,,,official_tourism,Information for Accommodation.csv,aubrona hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000128,AURORA,Home Stay Units,"9/8, 1/1, DE SARAM ROAD, MOUNT LAVINIA.",Colombo,Dehiwala-Mount Lavinia,SUPERIOR,7,6.8418553,,,,,official_tourism,Information for Accommodation.csv,aurora,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000129,AUSTRIAN BEACH RESORT,Classified Hotels( 1-5 Star),"2/A 2, BANDARAWATTA,KEMAGODA,DICKWELLA",Matara,Matara,ONE,10,5.978461,,,,,official_tourism,Information for Accommodation.csv,austrian beach resort,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000130,AV 15,Rented Apartments,"NO. 18, ALEXANDRA ROAD, COLOMBO 06",Colombo,Colombo,DELUXE,24,,,,,,official_tourism,Information for Accommodation.csv,av 15,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000131,AVAANA BY SPRINGHILLS,Home Stay Units,"103/2, DOOLWALA,,HALLOLUWA,KANDY",Kandy,Harispattuwa Pradeshiya Sabha,STANDARD,2,7.311916,,,,,official_tourism,Information for Accommodation.csv,avaana by springhills,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000132,AVANA,Bangalows,"35, CHARLES PLACE, COLOMBO 3.",Colombo,Colombo,DELUXE,3,,,,,,official_tourism,Information for Accommodation.csv,avana,Bungalows.xlsx | Information for Accommodation.csv
ACC000133,AVANI BENTOTA RESORT & SPA,Classified Hotels( 1-5 Star),"NATIONAL HOLIDAY RESORT,BENTOTA",Galle,Bentota Pradeshiya Sabha,TWO,90,6.423673,,,,,official_tourism,Information for Accommodation.csv,avani bentota resort spa,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000134,AVANI KALUTARA RESORT,Tourist Hotels,"40,ST. SEBASTIANS ROAD,KATUKURUNDA, KALUTARA",Kalutara,Kalutara Pradeshiya Sabha,,105,6.568479,,,,,official_tourism,Information for Accommodation.csv,avani kalutara resort,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000135,AVASTA RESORT AND SPA,Tourist Hotels,"NO 92,NIWANTHAKA CHETHIYA ROAD,ANURADHAPURAYA",Anuradhapura,Anuradhapura,,13,8.3523,,,,,official_tourism,Information for Accommodation.csv,avasta resort and spa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000136,AVENRA BEACH HOTEL,Tourist Hotels,"NO 714, NARIGAMA HIKKADUWA",Galle,Hikkaduwa,,62,6.123829,,,,,official_tourism,Information for Accommodation.csv,avenra beach hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000137,AVENRA GANGARA HOTEL,Tourist Hotels,"J.J. PINTO MAWATHA, NEW ROAD, WENNAPUWA",Puttalam,Wennappuwa Pradeshiya Sabha,,21,7.351218,,,,,official_tourism,Information for Accommodation.csv,avenra gangara hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000138,AVI GIL VILLAS PRIVATE LIMITED,Bangalows,"THE NUGA HOUSE,WELI ROAD, KABALANA, AHANGAMA,GALLE",Galle,Habaraduwa,SUPERIOR,6,,,,,,official_tourism,Information for Accommodation.csv,avi gil villas private limited,Bungalows.xlsx | Information for Accommodation.csv
ACC000139,AVINKA VILLA,Home Stay Units,"WALPOLAWATHTHA, TALPE NORTH, UNAWATUNA",Galle,Akmeemana,STANDARD,3,6.000995,,,,,official_tourism,Information for Accommodation.csv,avinka villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000140,AVON VILLA,Rented Homes,"NO. 61/30, THUDUWEGODA ROAD, AMARASENA MAWATHA, HIKKADUWA",Galle,Hikkaduwa,STANDARD,3,6.139111,,,,,official_tourism,Information for Accommodation.csv,avon villa,Information for Accommodation.csv | Rented Homes.xlsx
ACC000141,AWINCO REST,Home Stay Units,"122, BADULLA ROAD, HAPUTALE",Badulla,Haputale,STANDARD,4,6.7743487,,,,,official_tourism,Information for Accommodation.csv,awinco rest,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000142,AYUBOWAN GUEST HOUSE,Guest Houses,"47/55 SCHOOL LANE ETTUKALA,NEGOMBO",Gampaha,Negombo,A,6,7.235167,,,,,official_tourism,Information for Accommodation.csv,ayubowan guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000143,AYURVEDA PARAGON,Tourist Hotels,"P.O.BOX 01, 80615, TALPE",Galle,Habaraduwa,,82,5.995887,,,,,official_tourism,Information for Accommodation.csv,ayurveda paragon,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000144,AYURVEDA SHUNYATA VILLA,Guest Houses,"NO:660/A,GALLE ROAD,GALABODA,INDURUWA",Galle,Bentota Pradeshiya Sabha,A,5,6.384861,,,,,official_tourism,Information for Accommodation.csv,ayurveda shunyata villa,Guest Houses.xlsx | Information for Accommodation.csv
ACC000145,AYURVEDA WALAUWA,Tourist Hotels,"WARAHENA,BENTOTA",Galle,Galle,,20,6.42,,,,,official_tourism,Information for Accommodation.csv,ayurveda walauwa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000146,B.N.C GUEST HOUSE,Guest Houses,"POLKOTUWA,GALLE ROAD,BERUWALA",Kalutara,Beruwala Pradeshiya Sabha,A,13,6.482415,,,,,official_tourism,Information for Accommodation.csv,b n c guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000147,BACK OF BEYOND DEHIGAHA ELA,Bangalows,"ALAKOLAWEWA, DEHIGAHA ELA, SIGIRIYA",Matale,Dambulla Pradeshiya Sabha,DELUXE,4,7.914324,,,,,official_tourism,Information for Accommodation.csv,back of beyond dehigaha ela,Bungalows.xlsx | Information for Accommodation.csv
ACC000148,BACK OF BEYOND PIDURANGALA,Bangalows,"KURULU UYANA, TEMPLE ROAD, PIDURANGALA, SIGIRIYA",Matale,Dambulla Pradeshiya Sabha,SUPERIOR,4,7.969325,,,,,official_tourism,Information for Accommodation.csv,back of beyond pidurangala,Bungalows.xlsx | Information for Accommodation.csv
ACC000149,BADULLA NEW TOURIST INN,Guest Houses,"122, MAHIYANGANA ROAD, BADULLA.",Badulla,Badulla,B,10,,,,,,official_tourism,Information for Accommodation.csv,badulla new tourist inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000150,BALAJI OCEAN VIEW,Guest Houses,"MAIN STREET,ARUGAMBAY,POTTUVIL.",Ampara,Pottuvil,A,20,6.839237,,,,,official_tourism,Information for Accommodation.csv,balaji ocean view,Guest Houses.xlsx | Information for Accommodation.csv
ACC000151,BALAPOKUNA VILLA,Home Stay Units,"NO. 12/8, BALAPOKUNA, PURANA VIHARA ROAD, COLOMBO 06",Colombo,Colombo,SUPERIOR,1,6.8715737,,,,,official_tourism,Information for Accommodation.csv,balapokuna villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000152,BANDAGIRI VILLAGE ECO RESORTS,Guest Houses,"GONNORUWA ROAD,HAMBANTOTA",Hambantota,Hambantota,A,22,6.234207,,,,,official_tourism,Information for Accommodation.csv,bandagiri village eco resorts,Guest Houses.xlsx | Information for Accommodation.csv
ACC000153,BANDARAWELA HOTEL,Tourist Hotels,"NO 14, WELIMADA ROAD, BANDARAWELA",Badulla,Bandarawela Pradeshiya Sabha,,33,6.831583,,,,,official_tourism,Information for Accommodation.csv,bandarawela hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000154,BANDU RIVER INN,Guest Houses,"RIVERSIDE ROAD, PALATOTA, KALUTARA NORH",Kalutara,Kalutara Pradeshiya Sabha,B,10,6.59447,,,,,official_tourism,Information for Accommodation.csv,bandu river inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000155,BARAMBA,Bangalows,"NO.22,UPAL MAWATHA,PRIMROSE HILL,KANDY",Kandy,Kandy,DELUXE,3,,,,,,official_tourism,Information for Accommodation.csv,baramba,Bungalows.xlsx | Information for Accommodation.csv
ACC000156,BARBERYN AYURVEDIC BEACH RESORT,Tourist Hotels,"KAPPARATOTA,WELIGAMA",Matara,Weligama Pradeshiya Sabha,,60,5.959899,,,,,official_tourism,Information for Accommodation.csv,barberyn ayurvedic beach resort,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000157,BARBERYN REEF AYURVEDA RESORT,Classified Hotels( 1-5 Star),"MORAGALLA,BERUWALA",Kalutara,Bentota Pradeshiya Sabha,ONE,75,6.4500038,,,,,official_tourism,Information for Accommodation.csv,barberyn reef ayurveda resort,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000158,BARNES LODGE,Home Stay Units,"34/7A,BARNES PLACE,COLOMBO 07",Colombo,Colombo,SUPERIOR,5,,,,,,official_tourism,Information for Accommodation.csv,barnes lodge,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000159,BASILEA GUEST,Bangalows,"282/5, DIYARILLA ROAD, MORAGALLA, BERUWALA",Kalutara,Beruwala Pradeshiya Sabha,SUPERIOR,6,6.454283,,,,,official_tourism,Information for Accommodation.csv,basilea guest,Bungalows.xlsx | Information for Accommodation.csv
ACC000160,BASTIAN HOTEL,Guest Houses,"37/11,KANDY ROAD,JAFFNA",Jaffna,Jaffna,A,13,9.659292,,,,,official_tourism,Information for Accommodation.csv,bastian hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000161,BATTICALOA HOLIDAY RESORT,Guest Houses,"KALMUNAI MAIN ROAD, KALUWANCHIKUDI",Batticaloa,Batticaloa,A,7,,,,,,official_tourism,Information for Accommodation.csv,batticaloa holiday resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000162,BAY BEACH BUNGALOW,Bangalows,"BAY BEACH HOTEL,GANDHI NAGAR,KUMBURUPITIYA,NILAVELI,TRINCOMALEE",Trincomalee,Kuchchaveli,SUPERIOR,5,8.731013,,,,,official_tourism,Information for Accommodation.csv,bay beach bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000163,BAY BEACH HOTEL,Tourist Hotels,"KAPPARATOTA,WELIGAMA",Matara,Weligama Pradeshiya Sabha,,60,5.959292,,,,,official_tourism,Information for Accommodation.csv,bay beach hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000164,BAY INN,Guest Houses,WELIGAMA,Matara,Weligama,B,10,,,,,,official_tourism,Information for Accommodation.csv,bay inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000165,BAY VISTA HOTEL,Guest Houses,"NO:227,MAIN STREET,ARUGAMBAY,ULLA,POTTUVIL",Ampara,Pottuvil,A,31,6.841696,,,,,official_tourism,Information for Accommodation.csv,bay vista hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000166,BEACH HOTEL BLACK ORCHID,Guest Houses,"GALLE ROAD, KIKAWALA, INDURUWA",Galle,Bentota Pradeshiya Sabha,A,10,6.381604,,,,,official_tourism,Information for Accommodation.csv,beach hotel black orchid,Guest Houses.xlsx | Information for Accommodation.csv
ACC000167,BEACH HUT,Guest Houses,"ARUGAMBAY,POTTUVIL.",Ampara,Ampara,B,9,,,,,,official_tourism,Information for Accommodation.csv,beach hut,Guest Houses.xlsx | Information for Accommodation.csv
ACC000168,BEACH RESIDENCE,Home Stay Units,"7/17, RATHNAYAKA MAWATHA, MAHAWATTE, THALPITIYA, WADDUWA",Kalutara,Panadura Pradeshiya Sabha,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,beach residence,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000169,BEACH VIEW CABANA,Home Stay Units,"90,ARUGAMBAY,POTTUVIL,P/18.",Ampara,Ampara,STANDARD,5,6.8428152,,,,,official_tourism,Information for Accommodation.csv,beach view cabana,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000170,BEACH VIEW GUEST HOUSE,Guest Houses,"LION PUB,220 GALLE ROAD,MOUNT LAVINIA.",Colombo,Dehiwala-Mount Lavinia,B,14,,,,,,official_tourism,Information for Accommodation.csv,beach view guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000171,BEACH VIEW TOURIST GUEST HOUSE,Guest Houses,"57,PORUTHOTA RD,ETHUKALA,NEGOMBO",Gampaha,Negombo,B,15,7.227449,,,,,official_tourism,Information for Accommodation.csv,beach view tourist guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000172,BEACHWAY GUEST HOUSE,Guest Houses,"NO. 02, BEACH ROAD, MOUNT LAVINIA",Colombo,Colombo,B,6,,,,,,official_tourism,Information for Accommodation.csv,beachway guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000173,BEACON BEACH NEGOMBO,Tourist Hotels,"185, PORUTHOTA ROAD, NEGAMBO.",Gampaha,Negombo,,44,7.2503138,,,,,official_tourism,Information for Accommodation.csv,beacon beach negombo,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000174,BEDDEGAMA ECOPARK,Bangalows,"653/3, KAWANTHISSAPURA, TISSAMAHARAMA",Hambantota,Thissamaharama,DELUXE,7,,,,,,official_tourism,Information for Accommodation.csv,beddegama ecopark,Bungalows.xlsx | Information for Accommodation.csv
ACC000175,BEE VIEW HOME STAY,Rented Apartments,"71/B/1-A, HANTHANA HOUSING SCHEME, HANTHANA, KANDY",Kandy,Gagawata Koralya,SUPERIOR,2,,,,,,official_tourism,Information for Accommodation.csv,bee view home stay,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000176,BEEMA RESORTS,Guest Houses,"NO 9,RANWAN UYANA,MUNGAMA,HORANA",Kalutara,Horana Pradeshiya Sabha,B,6,,,,,,official_tourism,Information for Accommodation.csv,beema resorts,Guest Houses.xlsx | Information for Accommodation.csv
ACC000177,BEERIDEWALA ESTATE BUNGALOW,Guest Houses,"DEEVILLA RD,ALUVIHARA,MATALE",Matale,Matale,A,5,,,,,,official_tourism,Information for Accommodation.csv,beeridewala estate bungalow,Guest Houses.xlsx | Information for Accommodation.csv
ACC000178,BELIHULOYA REST HOUSE,Guest Houses,BELIHULOYA,Ratnapura,Ratnapura,A,15,6.717253,,,,,official_tourism,Information for Accommodation.csv,belihuloya rest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000179,BELLA CASA,Bangalows,"9/2, 4TH LANE, RATMALANA",Colombo,Dehiwala-Mount Lavinia,STANDARD,3,6.817599,,,,,official_tourism,Information for Accommodation.csv,bella casa,Bungalows.xlsx | Information for Accommodation.csv
ACC000180,BELPEAK COTTAGE,Bangalows,"BELPEAK COTTAGE, GALAGAMA, BELIHULOYA",Ratnapura,Ratnapura,STANDARD,2,6.720504,,,,,official_tourism,Information for Accommodation.csv,belpeak cottage,Bungalows.xlsx | Information for Accommodation.csv
ACC000181,BENI BEACH RESORT,Bangalows,"NO.5/8A,8TH CROSS, THIRUCHENTHUR ROAD,KALLADY,BATTICALOA.",Batticaloa,Batticaloa,STANDARD,4,7.721915,,,,,official_tourism,Information for Accommodation.csv,beni beach resort,Bungalows.xlsx | Information for Accommodation.csv
ACC000182,BENTHOTA HIGHRICH RIVER VIEW RESORT,Guest Houses,"NO 97, RIVERSIDE ROAD, ALUTHGAMA",Kalutara,Aluthgama,B,6,6.432034,,,,,official_tourism,Information for Accommodation.csv,benthota highrich river view resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000183,BENTOTA BEACH HOTEL,Classified Hotels( 1-5 Star),"NATIONAL HOLIDAY RESORT, BENTOTA",Galle,Bentota Pradeshiya Sabha,FOUR,133,6.424974,,,,,official_tourism,Information for Accommodation.csv,bentota beach hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000184,BENTOTA RIVER VILLA,Bangalows,"NO:72,MIHIRIPENNA ROAD,DHARGA TOWN - 12090",Kalutara,Beruwala Pradeshiya Sabha,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,bentota river villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000185,BERALIYA,Rented Apartments,"BATAPOLA ROAD, KAHAWA",Galle,Galle,SUPERIOR,8,,,,,,official_tourism,Information for Accommodation.csv,beraliya,Information for Accommodation.csv | Rented Apartments.xlsx
